true_label;pred_label_model_0;pred_label_model_1;pred_label_model_2;pred_label_model_3;pred_label_model_4;pred_label_model_5;pred_label_model_6;pred_label_model_7;pred_label_model_8;pred_label_model_9;pred_label_model_10;pred_label_model_11;pred_label_model_12;pred_label_model_13;pred_label_model_14;pred_label_model_15;pred_label_model_16;pred_label_model_17;pred_label_model_18;pred_label_model_19
;0.9904999732971193;0.9914000034332277;0.9901999831199646;0.9919000267982484;0.9922999739646912;0.99099999666214;0.991100013256073;0.9908000230789183;0.9905999898910522;0.9921000003814696;0.9919000267982484;0.9886999726295472;0.9889000058174132;0.9919000267982484;0.9908999800682068;0.9915000200271606;0.9918000102043152;0.991599977016449;0.9897000193595886;0.9908000230789183
