true_label;pred_label_model_0;pred_label_model_1;pred_label_model_2;pred_label_model_3;pred_label_model_4;pred_label_model_5;pred_label_model_6;pred_label_model_7;pred_label_model_8;pred_label_model_9;pred_label_model_10;pred_label_model_11;pred_label_model_12;pred_label_model_13;pred_label_model_14;pred_label_model_15;pred_label_model_16;pred_label_model_17;pred_label_model_18;pred_label_model_19
;0.8345128978613141;0.8783694937541091;0.8859109718838226;0.8918668058939552;0.9107011640948293;0.9020381328073636;0.8652202498356345;0.9200216575782186;0.8022199017674131;0.9202537030591329;0.8961983215376881;0.89530881386085;0.9171984375604285;0.9166569981049619;0.9146846115171907;0.908612754766601;0.914877982751286;0.8937618439880883;0.9175078315349808;0.9132923386317051
