true_label;pred_label_model_0;pred_label_model_1;pred_label_model_2;pred_label_model_3;pred_label_model_4;pred_label_model_5;pred_label_model_6;pred_label_model_7;pred_label_model_8;pred_label_model_9;pred_label_model_10;pred_label_model_11;pred_label_model_12;pred_label_model_13;pred_label_model_14;pred_label_model_15;pred_label_model_16;pred_label_model_17;pred_label_model_18;pred_label_model_19
;0.3911630213211393;0.390887554404716;0.3851578425431106;0.3908324610214313;0.3835601344278552;0.3842212550272712;0.3869208308082199;0.3796485042146438;0.3954052118340587;0.3844967219436945;0.3878023249407746;0.3884634455401906;0.3840008814941325;0.390887554404716;0.3868106440416506;0.3891796595228913;0.3763429012175637;0.3949644647677814;0.3815216792463225;0.3852129359263952
