true_label;pred_label_model_0;pred_label_model_1;pred_label_model_2;pred_label_model_3;pred_label_model_4;pred_label_model_5;pred_label_model_6;pred_label_model_7;pred_label_model_8;pred_label_model_9;pred_label_model_10;pred_label_model_11;pred_label_model_12;pred_label_model_13;pred_label_model_14;pred_label_model_15;pred_label_model_16;pred_label_model_17;pred_label_model_18;pred_label_model_19
;0.8276675561743435;0.9692926480256797;0.7520594036431141;0.9371156746722358;0.8803418803418803;0.9718451483157365;0.960552268244576;0.9564914723285765;0.4310631550450555;0.9237343852728468;0.9028502919905634;0.9372316974126929;0.9706462466643462;0.8772092663495379;0.9519279112039293;0.951734539969834;0.8685075608152532;0.9714970800943652;0.961519124415052;0.9633754882623661
