true_label;pred_label_model_0;pred_label_model_1;pred_label_model_2;pred_label_model_3;pred_label_model_4;pred_label_model_5;pred_label_model_6;pred_label_model_7;pred_label_model_8;pred_label_model_9;pred_label_model_10;pred_label_model_11;pred_label_model_12;pred_label_model_13;pred_label_model_14;pred_label_model_15;pred_label_model_16;pred_label_model_17;pred_label_model_18;pred_label_model_19
;0.9896000027656556;0.9884999990463256;0.99099999666214;0.9900000095367432;0.9908000230789183;0.9904000163078308;0.9900000095367432;0.9901000261306764;0.9890999794006348;0.9886999726295472;0.9901999831199646;0.9886000156402588;0.989199995994568;0.9889000058174132;0.989799976348877;0.9894999861717224;0.9902999997138976;0.9887999892234802;0.9905999898910522;0.9904999732971193
