true_label;pred_label_model_0;pred_label_model_1;pred_label_model_2;pred_label_model_3;pred_label_model_4;pred_label_model_5;pred_label_model_6;pred_label_model_7;pred_label_model_8;pred_label_model_9;pred_label_model_10;pred_label_model_11;pred_label_model_12;pred_label_model_13;pred_label_model_14;pred_label_model_15;pred_label_model_16;pred_label_model_17;pred_label_model_18;pred_label_model_19
;0.8718335460416908;0.9080326410643152;0.9020768070541826;0.8915574119194029;0.8583749081486638;0.904126542135592;;0.9216073016977995;0.8822755926828325;0.9019607843137255;0.9106238156011912;0.923927756506942;0.9130602931507908;0.9163089298835905;0.9189387786672855;0.8929496848048885;0.9019221100669065;0.9084580577793248;0.9181652937309046;0.9163089298835905
