true_label;pred_label_model_0;pred_label_model_1;pred_label_model_2;pred_label_model_3;pred_label_model_4;pred_label_model_5;pred_label_model_6;pred_label_model_7;pred_label_model_8;pred_label_model_9;pred_label_model_10;pred_label_model_11;pred_label_model_12;pred_label_model_13;pred_label_model_14;pred_label_model_15;pred_label_model_16;pred_label_model_17;pred_label_model_18;pred_label_model_19
;0.4027877251942042;0.3837805079609939;0.3894551264393146;0.3882430720070519;0.393697316952234;0.3883532587736213;0.39353203680238;0.3799790645143518;0.3929260095862487;0.39105283455457;0.393036196352818;0.3785466365489505;0.3901162470387306;0.3859291499090959;0.3959561456669054;0.3854884028428186;0.3864249903586579;0.3978293206985841;0.3898958735055919;0.3927607294363947
